team,slot,player,war
yankees,util,Jeter ,8.0
yankees,util,Johnson ,2.5
yankees,util,Jones ,0.5
yankees,util,Judge ,10.8
yankees,util,Justice ,0.5
yankees,util,Kelly ,5.5
yankees,util,Kemp ,1.0
yankees,util,Kiner-Falefa ,2.9
yankees,util,Kittle ,0.2
yankees,util,Knoblauch ,3.5
yankees,util,LeMahieu ,5.6
yankees,util,Ledée ,0.3
yankees,util,Maas ,0.8
yankees,util,Martinez ,5.1
yankees,util,Martin ,2.4
yankees,util,Matsui ,5.0
yankees,util,Mattingly ,7.2
yankees,util,Mayberry ,-0.4
yankees,util,McCann ,2.6
yankees,util,McMahon ,1.1
yankees,util,Meacham ,1.3
yankees,util,Mientkiewicz ,1.4
yankees,util,Molina ,0.8
yankees,util,Mondesí ,2.3
yankees,util,Moreno ,-0.1
yankees,util,Mumphrey ,3.2
yankees,util,Murcer ,0.4
yankees,util,Nettles ,2.7
yankees,util,Nix ,0.7
yankees,util,Nokes ,2.6
yankees,util,Núñez ,-1.5
yankees,util,O'Neill ,5.8
yankees,util,Odor ,0.4
yankees,util,Overbay ,0.0
yankees,util,Owen ,0.7
yankees,util,Pagliarulo ,2.8
yankees,util,Pasqua ,2.5
yankees,util,Phillips ,-0.4
yankees,util,Piniella ,-0.2
yankees,util,Polonia ,1.3
yankees,util,Posada ,5.9
yankees,util,Raines ,1.4
yankees,util,Randolph ,6.6
yankees,util,Rice ,2.3
yankees,util,Rizzo ,2.3
yankees,util,Roberts ,0.7
yankees,util,Rodriguez ,9.4
yankees,util,Romine ,1.4
yankees,util,Santana ,-0.6
yankees,util,Sax ,4.4
yankees,util,Sheffield ,4.2
yankees,util,Sierra ,0.1
yankees,util,Slaught ,1.8
yankees,util,Smalley ,2.9
yankees,util,Soderholm ,1.8
yankees,util,Sojo ,0.4
yankees,util,Solarte ,0.9
yankees,util,Soriano ,5.4
yankees,util,Soto ,7.9
yankees,util,Spencer ,0.6
yankees,util,Stankiewicz ,2.7
yankees,util,Stanley ,4.8
yankees,util,Stanton ,4.4
yankees,util,Stewart ,-0.1
yankees,util,Strawberry ,1.5
yankees,util,Suzuki ,2.1
yankees,util,Swisher ,4.0
yankees,util,Sánchez ,4.0
yankees,util,Tartabull ,4.1
yankees,util,Tauchman ,3.9
yankees,util,Teixeira ,5.3
yankees,util,Thames ,0.5
yankees,util,Tolleson ,-0.2
yankees,util,Torres ,4.1
yankees,util,Trevino ,2.3
yankees,util,Urshela ,3.8
yankees,util,Velarde ,1.4
yankees,util,Ventura ,3.7
yankees,util,Verdugo ,0.8
yankees,util,Voit ,1.7
yankees,util,Volpe ,3.4
yankees,util,Ward ,-0.1
yankees,util,Washington ,3.2
yankees,util,Watson ,2.4
yankees,util,Wells ,2.5
yankees,util,White ,1.4
yankees,util,Williams ,6.4
yankees,util,Winfield ,5.4
yankees,util,Wynegar ,3.6
red_sox,c,Allenson ,0.8
red_sox,c,Berryhill ,0.1
red_sox,c,Cerone ,0.7
red_sox,c,Fisk ,3.9
red_sox,c,Gedman ,5.4
red_sox,c,Hatteberg ,1.9
red_sox,c,León ,2.8
red_sox,c,Macfarlane ,1.1
red_sox,c,Martínez ,3.6
red_sox,c,Narváez ,2.6
red_sox,c,Peña ,1.7
red_sox,c,Pierzynski ,-0.2
red_sox,c,Saltalamacchia ,2.9
red_sox,c,Stanley ,2.5
red_sox,c,Sullivan ,-1.0
red_sox,c,Swihart ,0.2
red_sox,c,Varitek ,4.0
red_sox,c,Vázquez ,2.2
red_sox,c,Wong ,2.2
red_sox,1b,Benzinger ,-0.1
red_sox,1b,Buckner ,1.5
red_sox,1b,Casas ,2.2
red_sox,1b,Chavis ,-0.8
red_sox,1b,Clark ,-1.1
red_sox,1b,Dalbec ,0.3
red_sox,1b,Daubach ,2.1
red_sox,1b,Esasky ,3.9
red_sox,1b,Evans ,4.8
red_sox,1b,González ,6.9
red_sox,1b,Millar ,2.8
red_sox,1b,Moreland ,1.9
red_sox,1b,Napoli ,3.7
red_sox,1b,Pérez ,0.7
red_sox,1b,Quintana ,2.9
red_sox,1b,Ramírez ,2.8
red_sox,1b,Smith ,0.1
red_sox,1b,Stanley ,1.9
red_sox,1b,Stapleton ,0.6
red_sox,1b,Toro ,-0.3
red_sox,1b,Vaughn ,5.6
red_sox,1b,Youkilis ,6.6
red_sox,2b,Alicea ,2.3
red_sox,2b,Arroyo ,1.5
red_sox,2b,Barrett ,2.9
red_sox,2b,Bellhorn ,3.7
red_sox,2b,Benjamin ,2.0
red_sox,2b,Fletcher ,4.8
red_sox,2b,Frye ,1.9
red_sox,2b,Hamilton ,1.0
red_sox,2b,Holt ,1.6
red_sox,2b,Loretta ,0.5
red_sox,2b,Núñez ,-0.8
red_sox,2b,Offerman ,2.8
red_sox,2b,Pedroia ,8.0
red_sox,2b,Peraza ,-0.1
red_sox,2b,Reed ,3.9
red_sox,2b,Remy ,1.9
red_sox,2b,Stapleton ,3.0
red_sox,2b,Story ,2.5
red_sox,2b,Sánchez ,1.5
red_sox,2b,Valdez ,-0.6
red_sox,2b,Walker ,1.1
red_sox,3b,Alexander ,-0.7
red_sox,3b,Beltré ,7.8
red_sox,3b,Boggs ,9.1
red_sox,3b,Bregman ,3.5
red_sox,3b,Cooper ,3.0
red_sox,3b,Devers ,5.4
red_sox,3b,Hillenbrand ,4.3
red_sox,3b,Hoffman ,1.1
red_sox,3b,Lansford ,3.7
red_sox,3b,Lowell ,5.0
red_sox,3b,Middlebrooks ,1.3
red_sox,3b,Mueller ,5.6
red_sox,3b,Naehring ,4.2
red_sox,3b,Sandoval ,-0.5
red_sox,3b,Shaw ,1.7
red_sox,3b,Valentin ,4.8
red_sox,3b,Youkilis ,3.8
red_sox,ss,Aviles ,2.5
red_sox,ss,Bogaerts ,6.3
red_sox,ss,Burleson ,2.4
red_sox,ss,Drew ,2.7
red_sox,ss,Garciaparra ,7.4
red_sox,ss,González ,1.2
red_sox,ss,Green ,0.1
red_sox,ss,Gutiérrez ,-1.3
red_sox,ss,Hernández ,-0.6
red_sox,ss,Hoffman ,0.3
red_sox,ss,Lansing ,0.1
red_sox,ss,Lugo ,0.7
red_sox,ss,Owen ,0.5
red_sox,ss,Rafaela ,2.8
red_sox,ss,Reed ,3.4
red_sox,ss,Reese ,1.3
red_sox,ss,Rentería ,1.4
red_sox,ss,Rivera ,1.8
red_sox,ss,Romero ,-0.8
red_sox,ss,Scutaro ,2.6
red_sox,ss,Story ,3.8
red_sox,ss,Valentin ,8.3
red_sox,of,Abreu ,3.4
red_sox,of,Armas ,2.6
red_sox,of,Bay ,5.2
red_sox,of,Benintendi ,4.8
red_sox,of,Benzinger ,1.2
red_sox,of,Betts ,10.7
red_sox,of,Bradley ,5.7
red_sox,of,Bragg ,3.5
red_sox,of,Brunansky ,1.9
red_sox,of,Burks ,5.3
red_sox,of,Castillo ,0.8
red_sox,of,Cordero ,2.3
red_sox,of,Crawford ,0.3
red_sox,of,Crisp ,3.3
red_sox,of,Damon ,4.8
red_sox,of,Drew ,4.4
red_sox,of,Duran ,8.7
red_sox,of,Ellsbury ,8.3
red_sox,of,Evans ,6.7
red_sox,of,Everett ,4.7
red_sox,of,Gomes ,1.6
red_sox,of,Greenwell ,7.5
red_sox,of,Hall ,1.8
red_sox,of,Hatcher ,1.9
red_sox,of,Hernández ,4.9
red_sox,of,Holt ,1.7
red_sox,of,Kapler ,0.1
red_sox,of,Lewis ,2.2
red_sox,of,Lynn ,4.7
red_sox,of,Lyons ,-0.5
red_sox,of,McDonald ,1.1
red_sox,of,Miller ,0.5
red_sox,of,Nava ,3.5
red_sox,of,Nixon ,5.1
red_sox,of,O'Leary ,3.1
red_sox,of,O'Neill ,2.6
red_sox,of,Pillar ,0.7
red_sox,of,Rafaela ,4.7
red_sox,of,Ramirez ,6.0
red_sox,of,Ramírez ,-0.6
red_sox,of,Renfroe ,2.4
red_sox,of,Rice ,5.7
red_sox,of,Ross ,2.2
red_sox,of,Tinsley ,2.8
red_sox,of,Verdugo ,2.7
red_sox,of,Victorino ,6.0
red_sox,of,Yoshida ,1.4
red_sox,of,Zupcic ,0.8
red_sox,util,Abreu ,3.4
red_sox,util,Alexander ,-0.7
red_sox,util,Alicea ,2.3
red_sox,util,Allenson ,0.8
red_sox,util,Armas ,2.6
red_sox,util,Arroyo ,1.5
red_sox,util,Aviles ,2.5
red_sox,util,Baerga ,-0.1
red_sox,util,Barrett ,2.9
red_sox,util,Baylor ,1.6
red_sox,util,Bay ,5.2
red_sox,util,Bellhorn ,3.7
red_sox,util,Beltré ,7.8
red_sox,util,Benintendi ,4.8
red_sox,util,Benjamin ,2.0
red_sox,util,Benzinger ,1.2
red_sox,util,Berryhill ,0.1
red_sox,util,Betts ,10.7
red_sox,util,Bichette ,0.5
red_sox,util,Bogaerts ,6.3
red_sox,util,Boggs ,9.1
red_sox,util,Bradley ,5.7
red_sox,util,Bragg ,3.5
red_sox,util,Bregman ,3.5
red_sox,util,Brunansky ,1.9
red_sox,util,Buckner ,1.5
red_sox,util,Burks ,5.3
red_sox,util,Burleson ,2.4
red_sox,util,Canseco ,3.0
red_sox,util,Casas ,2.2
red_sox,util,Castillo ,0.8
red_sox,util,Cerone ,0.7
red_sox,util,Chavis ,-0.8
red_sox,util,Clark ,2.3
red_sox,util,Cooper ,3.0
red_sox,util,Cordero ,2.3
red_sox,util,Crawford ,0.3
red_sox,util,Crisp ,3.3
red_sox,util,Dalbec ,0.3
red_sox,util,Damon ,4.8
red_sox,util,Daubach ,2.1
red_sox,util,Dawson ,-0.2
red_sox,util,Devers ,5.4
red_sox,util,Drew ,4.4
red_sox,util,Duran ,8.7
red_sox,util,Easler ,3.7
red_sox,util,Ellsbury ,8.3
red_sox,util,Esasky ,3.9
red_sox,util,Evans ,6.7
red_sox,util,Everett ,4.7
red_sox,util,Fisk ,3.9
red_sox,util,Fletcher ,4.8
red_sox,util,Frye ,1.9
red_sox,util,Garciaparra ,7.4
red_sox,util,Gedman ,5.4
red_sox,util,Gomes ,1.6
red_sox,util,González ,6.9
red_sox,util,Greenwell ,7.5
red_sox,util,Green ,0.1
red_sox,util,Gutiérrez ,-1.3
red_sox,util,Hall ,1.8
red_sox,util,Hamilton ,1.0
red_sox,util,Hatcher ,1.9
red_sox,util,Hatteberg ,1.9
red_sox,util,Hernández ,4.9
red_sox,util,Hillenbrand ,4.3
red_sox,util,Hoffman ,1.1
red_sox,util,Holt ,1.7
red_sox,util,Jefferson ,1.1
red_sox,util,Kapler ,0.1
red_sox,util,Lansford ,3.7
red_sox,util,Lansing ,0.1
red_sox,util,Lewis ,2.2
red_sox,util,León ,2.8
red_sox,util,Loretta ,0.5
red_sox,util,Lowell ,5.0
red_sox,util,Lugo ,0.7
red_sox,util,Lynn ,4.7
red_sox,util,Lyons ,-0.5
red_sox,util,Macfarlane ,1.1
red_sox,util,Martinez ,6.7
red_sox,util,Martínez ,3.6
red_sox,util,McDonald ,1.1
red_sox,util,Middlebrooks ,1.3
red_sox,util,Millar ,2.8
red_sox,util,Miller ,0.5
red_sox,util,Moreland ,1.9
red_sox,util,Mueller ,5.6
red_sox,util,Naehring ,4.2
red_sox,util,Napoli ,3.7
red_sox,util,Narváez ,2.6
red_sox,util,Nava ,3.5
red_sox,util,Nixon ,5.1
red_sox,util,Núñez ,-0.8
red_sox,util,O'Leary ,3.1
red_sox,util,O'Neill ,2.6
red_sox,util,Offerman ,2.8
red_sox,util,Ortiz ,6.4
red_sox,util,Owen ,0.5
red_sox,util,Pedroia ,8.0
red_sox,util,Peraza ,-0.1
red_sox,util,Peña ,1.7
red_sox,util,Pierzynski ,-0.2
red_sox,util,Pillar ,0.7
red_sox,util,Pérez ,0.7
red_sox,util,Quintana ,2.9
red_sox,util,Rafaela ,4.7
red_sox,util,Ramirez ,6.0
red_sox,util,Ramírez ,2.8
red_sox,util,Reed ,3.9
red_sox,util,Reese ,1.3
red_sox,util,Remy ,1.9
red_sox,util,Renfroe ,2.4
red_sox,util,Rentería ,1.4
red_sox,util,Rice ,5.7
red_sox,util,Rivera ,1.8
red_sox,util,Romero ,-0.8
red_sox,util,Ross ,2.2
red_sox,util,Saltalamacchia ,2.9
red_sox,util,Sandoval ,-0.5
red_sox,util,Scutaro ,2.6
red_sox,util,Shaw ,1.7
red_sox,util,Smith ,0.1
red_sox,util,Stanley ,2.5
red_sox,util,Stapleton ,3.0
red_sox,util,Story ,3.8
red_sox,util,Sullivan ,-1.0
red_sox,util,Swihart ,0.2
red_sox,util,Sánchez ,1.5
red_sox,util,Tinsley ,2.8
red_sox,util,Toro ,-0.3
red_sox,util,Turner ,2.1
red_sox,util,Valdez ,-0.6
red_sox,util,Valentin ,8.3
red_sox,util,Varitek ,4.0
red_sox,util,Vaughn ,5.6
red_sox,util,Verdugo ,2.7
red_sox,util,Victorino ,6.0
red_sox,util,Vázquez ,2.2
red_sox,util,Walker ,1.1
red_sox,util,Wong ,2.2
red_sox,util,Yastrzemski ,1.3
red_sox,util,Yoshida ,1.4
red_sox,util,Youkilis ,6.6
red_sox,util,Zupcic ,0.8
rays,c,Bethancourt ,0.6
rays,c,Casali ,0.8
rays,c,Flaherty ,1.7
rays,c,Hall ,2.8
rays,c,Jansen ,2.1
rays,c,Jaso ,2.6
rays,c,Lobatón ,1.5
rays,c,Mejia ,0.7
rays,c,Molina ,1.1
rays,c,Navarro ,2.0
rays,c,Pérez ,-0.2
rays,c,Ramos ,1.7
rays,c,Rivera ,-2.0
rays,c,Rortvedt ,0.9
rays,c,Shoppach ,0.7
rays,c,Zunino ,3.7
rays,1b,Aranda ,3.5
rays,1b,Bauers ,0.5
rays,1b,Choi ,2.1
rays,1b,Cox ,0.4
rays,1b,Díaz ,5.1
rays,1b,Kotchman ,3.6
rays,1b,Lee ,3.6
rays,1b,Loney ,2.5
rays,1b,Martinez ,2.4
rays,1b,McGriff ,4.0
rays,1b,Morrison ,3.0
rays,1b,Peña ,7.2
rays,2b,Abernathy ,1.2
rays,2b,Anderson ,2.4
rays,2b,Cairo ,3.2
rays,2b,Cantú ,-1.4
rays,2b,Forsythe ,4.6
rays,2b,Green ,0.8
rays,2b,Iwamura ,3.1
rays,2b,Lowe ,4.6
rays,2b,Miller ,0.6
rays,2b,Rodríguez ,3.7
rays,2b,Sánchez ,1.5
rays,2b,Upton ,4.4
rays,2b,Wendle ,4.7
rays,2b,Zobrist ,8.6
rays,3b,Boggs ,-0.3
rays,3b,Caminero ,4.4
rays,3b,Castilla ,-0.3
rays,3b,Duffy ,3.2
rays,3b,Díaz ,3.4
rays,3b,Gonzalez ,1.6
rays,3b,Huff ,4.2
rays,3b,Iwamura ,2.2
rays,3b,Keppinger ,2.6
rays,3b,Longoria ,8.2
rays,3b,Paredes ,4.2
rays,3b,Rolls ,1.1
rays,3b,Sandberg ,1.6
rays,3b,Smith ,2.2
rays,3b,Wendle ,3.8
rays,ss,Adames ,4.0
rays,ss,Bartlett ,6.2
rays,ss,Brignac ,-1.3
rays,ss,Caballero ,1.6
rays,ss,Cabrera ,1.6
rays,ss,Escobar ,3.4
rays,ss,Franco ,5.4
rays,ss,Gomez ,1.2
rays,ss,Harris ,1.2
rays,ss,Hechavarría ,0.1
rays,ss,Johnson ,0.6
rays,ss,Lugo ,4.4
rays,ss,Martínez ,1.8
rays,ss,Miller ,0.6
rays,ss,Stocker ,1.2
rays,ss,Walls ,2.6
rays,of,Arozarena ,4.2
rays,of,Baldelli ,3.2
rays,of,Crawford ,7.0
rays,of,Cruz ,1.7
rays,of,Dickerson ,2.7
rays,of,Dukes ,-0.1
rays,of,Fuld ,2.1
rays,of,García ,2.3
rays,of,Grieve ,1.4
rays,of,Gross ,1.2
rays,of,Guillén ,0.8
rays,of,Guyer ,2.1
rays,of,Gómez ,0.7
rays,of,Hollins ,0.2
rays,of,Huff ,4.0
rays,of,Jennings ,3.4
rays,of,Joyce ,3.4
rays,of,Kiermaier ,6.9
rays,of,Lowe ,3.7
rays,of,Margot ,3.0
rays,of,Martinez ,0.5
rays,of,McCracken ,2.1
rays,of,Meadows ,0.3
rays,of,Morel ,-0.3
rays,of,Myers ,2.2
rays,of,Pham ,3.9
rays,of,Renfroe ,-0.1
rays,of,Simpson ,0.4
rays,of,Siri ,1.8
rays,of,Smith ,3.5
rays,of,Souza ,3.9
rays,of,Trammell ,1.4
rays,of,Tyner ,0.9
rays,of,Upton ,3.3
rays,of,Vaughn ,3.2
rays,of,Williams ,0.6
rays,of,Winn ,4.8
rays,of,Young ,0.9
rays,of,Zobrist ,4.6
rays,util,Abernathy ,1.2
rays,util,Adames ,4.0
rays,util,Anderson ,2.4
rays,util,Aranda ,3.5
rays,util,Arozarena ,4.2
rays,util,Aybar ,0.1
rays,util,Baldelli ,3.2
rays,util,Bartlett ,6.2
rays,util,Bauers ,0.5
rays,util,Bethancourt ,0.6
rays,util,Boggs ,-0.3
rays,util,Brignac ,-1.3
rays,util,Burrell ,-0.8
rays,util,Caballero ,1.6
rays,util,Cabrera ,1.6
rays,util,Cairo ,3.2
rays,util,Caminero ,4.4
rays,util,Canseco ,2.7
rays,util,Cantú ,-1.4
rays,util,Casali ,0.8
rays,util,Castilla ,-0.3
rays,util,Choi ,2.1
rays,util,Cox ,0.4
rays,util,Crawford ,7.0
rays,util,Cron ,2.2
rays,util,Cruz ,1.7
rays,util,Damon ,2.5
rays,util,DeJesus ,0.8
rays,util,Dickerson ,2.7
rays,util,Duda ,0.1
rays,util,Duffy ,3.2
rays,util,Dukes ,-0.1
rays,util,Díaz ,5.1
rays,util,Escobar ,3.4
rays,util,Fick ,-1.3
rays,util,Flaherty ,1.7
rays,util,Floyd ,0.9
rays,util,Forsythe ,4.6
rays,util,Franco ,5.4
rays,util,Fuld ,2.1
rays,util,García ,2.3
rays,util,Gomes ,2.5
rays,util,Gomez ,1.2
rays,util,Gonzalez ,1.6
rays,util,Green ,0.8
rays,util,Grieve ,1.4
rays,util,Gross ,1.2
rays,util,Guillén ,0.8
rays,util,Guyer ,2.1
rays,util,Gómez ,0.7
rays,util,Hall ,2.8
rays,util,Harris ,1.2
rays,util,Hechavarría ,0.1
rays,util,Hollins ,0.2
rays,util,Huff ,4.2
rays,util,Iwamura ,3.1
rays,util,Jansen ,2.1
rays,util,Jaso ,2.6
rays,util,Jennings ,3.4
rays,util,Johnson ,0.6
rays,util,Joyce ,3.4
rays,util,Keppinger ,2.6
rays,util,Kiermaier ,6.9
rays,util,Kotchman ,3.6
rays,util,Lee ,3.6
rays,util,Lobatón ,1.5
rays,util,Loney ,2.5
rays,util,Longoria ,8.2
rays,util,Lowe ,4.6
rays,util,Lugo ,4.4
rays,util,Margot ,3.0
rays,util,Martinez ,2.4
rays,util,Martin ,-0.6
rays,util,Martínez ,1.8
rays,util,McCracken ,2.1
rays,util,McGriff ,4.0
rays,util,Meadows ,4.0
rays,util,Mejia ,0.7
rays,util,Miller ,0.6
rays,util,Molina ,1.1
rays,util,Morel ,-0.3
rays,util,Morrison ,3.0
rays,util,Myers ,2.2
rays,util,Navarro ,2.0
rays,util,Norton ,-0.2
rays,util,Paredes ,4.2
rays,util,Peña ,7.2
rays,util,Pham ,3.9
rays,util,Pérez ,-0.2
rays,util,Ramos ,1.7
rays,util,Ramírez ,2.0
rays,util,Renfroe ,-0.1
rays,util,Rivera ,-2.0
rays,util,Rodríguez ,3.7
rays,util,Rolls ,1.1
rays,util,Rortvedt ,0.9
rays,util,Sandberg ,1.6
rays,util,Scott ,0.3
rays,util,Shoppach ,0.7
rays,util,Simpson ,0.4
rays,util,Siri ,1.8
rays,util,Smith ,3.5
rays,util,Sorrento ,-0.5
rays,util,Souza ,3.9
rays,util,Stocker ,1.2
rays,util,Sánchez ,1.5
rays,util,Trammell ,1.4
rays,util,Tsutsugo ,0.2
rays,util,Tyner ,0.9
rays,util,Upton ,4.4
rays,util,Vaughn ,3.2
rays,util,Walls ,2.6
rays,util,Wendle ,4.7
rays,util,Williams ,0.6
rays,util,Winn ,4.8
rays,util,Young ,0.9
rays,util,Zobrist ,8.6
rays,util,Zunino ,3.7
orioles,c,Castillo ,2.3
orioles,c,Dempsey ,3.1
orioles,c,Fordyce ,-0.2
orioles,c,Gil ,0.5
orioles,c,Hernández ,4.2
orioles,c,Hoiles ,6.8
orioles,c,Johnson ,3.1
orioles,c,Joseph ,2.1
orioles,c,Kennedy ,1.6
orioles,c,López ,4.8
orioles,c,Melvin ,0.5
orioles,c,Rutschman ,5.4
orioles,c,Severino ,1.1
orioles,c,Tettleton ,2.9
orioles,c,Webster ,1.2
orioles,c,Wieters ,5.2
orioles,1b,Clark ,1.8
orioles,1b,Conine ,2.9
orioles,1b,Davis ,7.1
orioles,1b,Huff ,-1.0
orioles,1b,Lee ,0.0
orioles,1b,Mayo ,0.2
orioles,1b,Millar ,1.3
orioles,1b,Milligan ,4.2
orioles,1b,Mountcastle ,2.6
orioles,1b,Murray ,7.1
orioles,1b,Núñez ,0.6
orioles,1b,Palmeiro ,6.3
orioles,1b,Reynolds ,0.2
orioles,1b,Segui ,1.1
orioles,1b,Wigginton ,1.1
orioles,2b,Alberto ,0.7
orioles,2b,Alexander ,0.0
orioles,2b,Alomar ,5.3
orioles,2b,Andino ,2.6
orioles,2b,Bonilla ,-0.5
orioles,2b,Dauer ,2.9
orioles,2b,DeShields ,3.1
orioles,2b,Flaherty ,1.1
orioles,2b,Frazier ,1.7
orioles,2b,Hairston ,2.6
orioles,2b,Holliday ,1.0
orioles,2b,Lugo ,-0.8
orioles,2b,McLemore ,1.3
orioles,2b,Odor ,-0.3
orioles,2b,Reynolds ,1.7
orioles,2b,Ripken ,4.1
orioles,2b,Roberts ,7.3
orioles,2b,Schoop ,6.1
orioles,2b,Valaika ,-1.7
orioles,2b,Villar ,4.4
orioles,2b,Wiggins ,0.0
orioles,3b,Batista ,3.1
orioles,3b,Betemit ,0.8
orioles,3b,Cruz ,-0.4
orioles,3b,DeCinces ,3.9
orioles,3b,Franco ,-1.4
orioles,3b,Gonzales ,0.4
orioles,3b,Gross ,2.7
orioles,3b,Gómez ,2.7
orioles,3b,Hulett ,2.5
orioles,3b,Knight ,0.5
orioles,3b,Machado ,7.4
orioles,3b,Manto ,0.7
orioles,3b,Mora ,5.6
orioles,3b,Núñez ,1.5
orioles,3b,Rayford ,2.9
orioles,3b,Reynolds ,0.8
orioles,3b,Ripken ,4.7
orioles,3b,Ruiz ,0.6
orioles,3b,Surhoff ,3.1
orioles,3b,Tejada ,-0.5
orioles,3b,Urías ,3.8
orioles,3b,Worthington ,1.7
orioles,ss,Belanger ,0.5
orioles,ss,Bordick ,4.7
orioles,ss,Castro ,-1.2
orioles,ss,Cruz ,1.2
orioles,ss,Galvis ,1.1
orioles,ss,Hardy ,4.1
orioles,ss,Henderson ,9.1
orioles,ss,Izturis ,1.3
orioles,ss,Machado ,3.6
orioles,ss,Martin ,-1.0
orioles,ss,Mateo ,3.7
orioles,ss,Ripken ,11.5
orioles,ss,Sakata ,2.1
orioles,ss,Tejada ,7.4
orioles,ss,Velazquez ,0.2
orioles,of,Anderson ,6.9
orioles,of,Bass ,-1.7
orioles,of,Belle ,3.4
orioles,of,Bigbie ,2.1
orioles,of,Bonilla ,1.1
orioles,of,Bradley ,2.9
orioles,of,Bumbry ,6.1
orioles,of,Carlson ,-0.7
orioles,of,Conine ,-0.2
orioles,of,Cowser ,3.1
orioles,of,Davis ,3.2
orioles,of,Devereaux ,4.9
orioles,of,Evans ,0.6
orioles,of,Ford ,1.1
orioles,of,Gibbons ,2.2
orioles,of,Goodwin ,0.5
orioles,of,Hammonds ,1.1
orioles,of,Hays ,3.4
orioles,of,Jones ,4.8
orioles,of,Kim ,1.0
orioles,of,Lacy ,1.7
orioles,of,Laureano ,3.0
orioles,of,Lough ,1.5
orioles,of,Lowenstein ,3.6
orioles,of,Lynn ,2.6
orioles,of,Mancini ,3.7
orioles,of,Markakis ,7.4
orioles,of,Matos ,4.0
orioles,of,McLemore ,2.3
orioles,of,McLouth ,1.9
orioles,of,Mora ,4.7
orioles,of,Mountcastle ,0.7
orioles,of,Mullins ,6.2
orioles,of,Orsulak ,2.4
orioles,of,Parra ,-1.0
orioles,of,Patterson ,4.2
orioles,of,Payton ,-0.4
orioles,of,Pie ,0.9
orioles,of,Reimold ,2.6
orioles,of,Richard ,2.1
orioles,of,Rickard ,0.5
orioles,of,Roenicke ,1.1
orioles,of,Santander ,3.0
orioles,of,Scott ,2.6
orioles,of,Sheets ,2.5
orioles,of,Shelby ,1.1
orioles,of,Singleton ,4.0
orioles,of,Smith ,0.5
orioles,of,Stanicek ,-0.1
orioles,of,Surhoff ,5.1
orioles,of,Tarasco ,0.5
orioles,of,Trumbo ,2.0
orioles,of,Wilkerson ,-0.7
orioles,of,Young ,3.2
orioles,util,Alberto ,0.7
orioles,util,Alexander ,0.0
orioles,util,Alomar ,5.3
orioles,util,Anderson ,6.9
orioles,util,Andino ,2.6
orioles,util,Baines ,2.8
orioles,util,Bass ,-1.7
orioles,util,Batista ,3.1
orioles,util,Belanger ,0.5
orioles,util,Belle ,3.4
orioles,util,Berroa ,0.1
orioles,util,Betemit ,0.8
orioles,util,Bigbie ,2.1
orioles,util,Bonilla ,1.1
orioles,util,Bordick ,4.7
orioles,util,Bradley ,2.9
orioles,util,Bumbry ,6.1
orioles,util,Carlson ,-0.7
orioles,util,Castillo ,2.3
orioles,util,Castro ,-1.2
orioles,util,Clark ,1.8
orioles,util,Conine ,2.9
orioles,util,Cordova ,0.5
orioles,util,Cowser ,3.1
orioles,util,Crowley ,1.1
orioles,util,Cruz ,4.5
orioles,util,Dauer ,2.9
orioles,util,Davis ,7.1
orioles,util,DeCinces ,3.9
orioles,util,DeShields ,3.1
orioles,util,Dempsey ,3.1
orioles,util,Devereaux ,4.9
orioles,util,Evans ,0.6
orioles,util,Flaherty ,1.1
orioles,util,Fordyce ,-0.2
orioles,util,Ford ,1.1
orioles,util,Franco ,-1.4
orioles,util,Frazier ,1.7
orioles,util,Galvis ,1.1
orioles,util,Gibbons ,2.2
orioles,util,Gil ,0.5
orioles,util,Gonzales ,0.4
orioles,util,Goodwin ,0.5
orioles,util,Gross ,2.7
orioles,util,Guerrero ,0.2
orioles,util,Gómez ,2.7
orioles,util,Hairston ,2.6
orioles,util,Hammonds ,1.1
orioles,util,Hardy ,4.1
orioles,util,Hays ,3.4
orioles,util,Henderson ,9.1
orioles,util,Hernández ,4.2
orioles,util,Hoiles ,6.8
orioles,util,Holliday ,1.0
orioles,util,Horn ,1.1
orioles,util,Huff ,4.1
orioles,util,Hulett ,2.5
orioles,util,Iglesias ,1.3
orioles,util,Izturis ,1.3
orioles,util,Johnson ,3.1
orioles,util,Jones ,4.8
orioles,util,Joseph ,2.1
orioles,util,Kennedy ,1.6
orioles,util,Kim ,1.0
orioles,util,Knight ,0.5
orioles,util,Lacy ,1.7
orioles,util,Laureano ,3.0
orioles,util,Lee ,0.0
orioles,util,Lough ,1.5
orioles,util,Lowenstein ,3.6
orioles,util,Lugo ,-0.8
orioles,util,Lynn ,2.6
orioles,util,López ,4.8
orioles,util,Machado ,7.4
orioles,util,Mancini ,3.7
orioles,util,Manto ,0.7
orioles,util,Markakis ,7.4
orioles,util,Martin ,-1.0
orioles,util,Mateo ,3.7
orioles,util,Matos ,4.0
orioles,util,Mayo ,0.2
orioles,util,McLemore ,2.3
orioles,util,McLouth ,1.9
orioles,util,Melvin ,0.5
orioles,util,Millar ,1.3
orioles,util,Milligan ,4.2
orioles,util,Mora ,5.6
orioles,util,Mountcastle ,2.6
orioles,util,Mullins ,6.2
orioles,util,Murray ,7.1
orioles,util,Newhan ,2.5
orioles,util,Núñez ,1.5
orioles,util,O'Hearn ,2.0
orioles,util,Odor ,-0.3
