team,slot,player,war
cardinals,util,Whiten ,3.1
cardinals,util,Winn ,4.9
cardinals,util,Womack ,3.3
cardinals,util,Wong ,5.4
cardinals,util,Young ,0.3
cardinals,util,Zeile ,2.2
brewers,c,Bako ,-0.6
brewers,c,Blanco ,1.1
brewers,c,Caratini ,0.4
brewers,c,Contreras ,4.9
brewers,c,Estrada ,-1.1
brewers,c,Grandal ,2.5
brewers,c,Kendall ,2.9
brewers,c,Lucroy ,6.4
brewers,c,Matheny ,0.5
brewers,c,Miller ,0.9
brewers,c,Moeller ,-1.6
brewers,c,Moore ,1.4
brewers,c,Narváez ,1.5
brewers,c,Nilsson ,2.6
brewers,c,Oliver ,0.6
brewers,c,Piña ,2.6
brewers,c,Pérez ,0.3
brewers,c,Simmons ,4.0
brewers,c,Sundberg ,3.1
brewers,c,Surhoff ,2.5
brewers,1b,Aguilar ,3.3
brewers,1b,Betancourt ,-2.3
brewers,1b,Brock ,1.8
brewers,1b,Carter ,0.7
brewers,1b,Cooper ,6.8
brewers,1b,Fielder ,6.3
brewers,1b,Hart ,1.8
brewers,1b,Hayes ,0.4
brewers,1b,Hoskins ,0.9
brewers,1b,Jaha ,4.2
brewers,1b,Lind ,3.6
brewers,1b,Loretta ,2.6
brewers,1b,Nilsson ,1.9
brewers,1b,Overbay ,2.7
brewers,1b,Reynolds ,0.2
brewers,1b,Sexson ,3.2
brewers,1b,Smoak ,-0.5
brewers,1b,Stubbs ,0.2
brewers,1b,Tellez ,0.8
brewers,1b,Thames ,1.3
brewers,1b,Vogelbach ,-0.1
brewers,2b,Belliard ,3.5
brewers,2b,Castillo ,-0.5
brewers,2b,Fletcher ,3.4
brewers,2b,Gantner ,4.3
brewers,2b,Gennett ,1.1
brewers,2b,Hiura ,1.8
brewers,2b,López ,2.0
brewers,2b,Molitor ,3.8
brewers,2b,Randolph ,4.3
brewers,2b,Reed ,1.4
brewers,2b,Spiers ,-1.5
brewers,2b,Spivey ,1.4
brewers,2b,Turang ,5.6
brewers,2b,Villar ,1.4
brewers,2b,Viña ,3.1
brewers,2b,Weeks ,3.6
brewers,2b,Wong ,3.3
brewers,2b,Young ,1.5
brewers,3b,Anderson ,0.5
brewers,3b,Branyan ,0.2
brewers,3b,Braun ,2.0
brewers,3b,Cirillo ,5.9
brewers,3b,Durbin ,2.8
brewers,3b,Gantner ,2.4
brewers,3b,Hall ,0.1
brewers,3b,Helms ,0.8
brewers,3b,Hernández ,-0.1
brewers,3b,Houston ,1.2
brewers,3b,Koskie ,1.1
brewers,3b,McGehee ,1.6
brewers,3b,Molitor ,6.2
brewers,3b,Money ,0.1
brewers,3b,Moustakas ,2.8
brewers,3b,Ortiz ,2.7
brewers,3b,Peterson ,2.3
brewers,3b,Pérez ,1.7
brewers,3b,Ramírez ,5.6
brewers,3b,Riles ,-0.1
brewers,3b,Romero ,-0.2
brewers,3b,Seitzer ,3.3
brewers,3b,Shaw ,4.5
brewers,3b,Sheffield ,3.1
brewers,3b,Sogard ,-0.2
brewers,3b,Surhoff ,2.3
brewers,3b,Urías ,3.3
brewers,ss,Adames ,4.3
brewers,ss,Arcia ,2.2
brewers,ss,Betancourt ,-0.1
brewers,ss,Clayton ,-1.3
brewers,ss,Counsell ,1.0
brewers,ss,Escobar ,0.5
brewers,ss,Hall ,5.8
brewers,ss,Hardy ,4.8
brewers,ss,Hernández ,4.5
brewers,ss,Izturis ,-0.6
brewers,ss,Listach ,4.5
brewers,ss,Loretta ,2.0
brewers,ss,Ortiz ,0.3
brewers,ss,Riles ,1.5
brewers,ss,Segura ,4.1
brewers,ss,Spiers ,2.8
brewers,ss,Sveum ,0.6
brewers,ss,Valentín ,3.9
brewers,ss,Villar ,3.4
brewers,ss,Yount ,10.5
brewers,of,Aoki ,3.2
brewers,of,Bichette ,0.2
brewers,of,Bradley ,-0.7
brewers,of,Braggs ,1.0
brewers,of,Braun ,7.7
brewers,of,Brouhard ,-0.2
brewers,of,Broxton ,0.4
brewers,of,Brunansky ,-0.4
brewers,of,Burnitz ,4.9
brewers,of,Cain ,6.8
brewers,of,Cameron ,3.1
brewers,of,Chourio ,3.8
brewers,of,Clark ,2.4
brewers,of,Collins ,2.1
brewers,of,Davis ,1.7
brewers,of,Deer ,2.5
brewers,of,Diaz ,0.0
brewers,of,Frelick ,3.0
brewers,of,Gamel ,-0.4
brewers,of,García ,3.1
brewers,of,Grissom ,1.0
brewers,of,Gómez ,7.6
brewers,of,Hall ,0.6
brewers,of,Hamilton ,1.1
brewers,of,Hart ,4.7
brewers,of,Householder ,1.5
brewers,of,Hulse ,-1.0
brewers,of,James ,1.5
brewers,of,Jenkins ,4.6
brewers,of,Lee ,2.2
brewers,of,Leonard ,-1.1
brewers,of,Lezcano ,1.4
brewers,of,Listach ,-0.6
brewers,of,Manning ,0.3
brewers,of,Mieske ,0.5
brewers,of,Moore ,1.8
brewers,of,Morgan ,3.0
brewers,of,Nieuwenhuis ,0.8
brewers,of,Ochoa ,1.1
brewers,of,Oglivie ,6.5
brewers,of,Perkins ,1.8
brewers,of,Podsednik ,3.6
brewers,of,Renfroe ,2.4
brewers,of,Santana ,2.6
brewers,of,Sánchez ,1.2
brewers,of,Taylor ,2.2
brewers,of,Thomas ,5.0
brewers,of,Vander Wal ,0.9
brewers,of,Vaughn ,6.7
brewers,of,White ,0.8
brewers,of,Wiemer ,0.9
brewers,of,Williams ,1.1
brewers,of,Yelich ,7.3
brewers,of,Yount ,5.8
brewers,util,Adames ,4.3
brewers,util,Aguilar ,3.3
brewers,util,Anderson ,0.5
brewers,util,Aoki ,3.2
brewers,util,Arcia ,2.2
brewers,util,Bako ,-0.6
brewers,util,Belliard ,3.5
brewers,util,Betancourt ,-0.1
brewers,util,Bichette ,0.2
brewers,util,Blanco ,1.1
brewers,util,Bradley ,-0.7
brewers,util,Braggs ,1.0
brewers,util,Branyan ,0.2
brewers,util,Braun ,7.7
brewers,util,Brock ,1.8
brewers,util,Brouhard ,-0.2
brewers,util,Broxton ,0.4
brewers,util,Brunansky ,-0.4
brewers,util,Burnitz ,4.9
brewers,util,Cain ,6.8
brewers,util,Cameron ,3.1
brewers,util,Caratini ,0.4
brewers,util,Carter ,0.7
brewers,util,Castillo ,-0.5
brewers,util,Chourio ,3.8
brewers,util,Cirillo ,5.9
brewers,util,Clark ,2.4
brewers,util,Clayton ,-1.3
brewers,util,Collins ,2.1
brewers,util,Contreras ,4.9
brewers,util,Cooper ,6.8
brewers,util,Counsell ,1.0
brewers,util,Davis ,1.7
brewers,util,Deer ,2.5
brewers,util,Diaz ,0.0
brewers,util,Durbin ,2.8
brewers,util,Escobar ,0.5
brewers,util,Estrada ,-1.1
brewers,util,Fielder ,6.3
brewers,util,Fletcher ,3.4
brewers,util,Franco ,0.4
brewers,util,Frelick ,3.0
brewers,util,Gamel ,-0.4
brewers,util,Gantner ,4.3
brewers,util,García ,3.1
brewers,util,Gennett ,1.1
brewers,util,Grandal ,2.5
brewers,util,Grissom ,1.0
brewers,util,Gómez ,7.6
brewers,util,Hall ,5.8
brewers,util,Hamilton ,1.1
brewers,util,Hardy ,4.8
brewers,util,Harper ,-0.4
brewers,util,Hart ,4.7
brewers,util,Hayes ,0.4
brewers,util,Helms ,0.8
brewers,util,Hernández ,4.5
brewers,util,Hisle ,0.4
brewers,util,Hiura ,1.8
brewers,util,Hoskins ,0.9
brewers,util,Householder ,1.5
brewers,util,Houston ,1.2
brewers,util,Howell ,0.3
brewers,util,Hulse ,-1.0
brewers,util,Izturis ,-0.6
brewers,util,Jaha ,4.2
brewers,util,James ,1.5
brewers,util,Jenkins ,4.6
brewers,util,Kendall ,2.9
brewers,util,Koskie ,1.1
brewers,util,Lee ,2.2
brewers,util,Leonard ,-1.1
brewers,util,Lezcano ,1.4
brewers,util,Lind ,3.6
brewers,util,Listach ,4.5
brewers,util,Loretta ,2.6
brewers,util,Lucroy ,6.4
brewers,util,López ,2.0
brewers,util,Manning ,0.3
brewers,util,Matheny ,0.5
brewers,util,McCutchen ,1.0
brewers,util,McGehee ,1.6
brewers,util,Meyer ,0.1
brewers,util,Mieske ,0.5
brewers,util,Miller ,0.9
brewers,util,Moeller ,-1.6
brewers,util,Molitor ,6.2
brewers,util,Money ,0.1
brewers,util,Moore ,1.8
brewers,util,Morgan ,3.0
brewers,util,Moustakas ,2.8
brewers,util,Narváez ,1.5
brewers,util,Nieuwenhuis ,0.8
brewers,util,Nilsson ,2.6
brewers,util,Ochoa ,1.1
brewers,util,Oglivie ,6.5
brewers,util,Oliver ,0.6
brewers,util,Ortiz ,2.7
brewers,util,Overbay ,2.7
brewers,util,Parker ,1.1
brewers,util,Perkins ,1.8
brewers,util,Peterson ,2.3
brewers,util,Piña ,2.6
brewers,util,Podsednik ,3.6
brewers,util,Pérez ,1.7
brewers,util,Ramírez ,5.6
brewers,util,Randolph ,4.3
brewers,util,Reed ,1.4
brewers,util,Reimer ,-0.4
brewers,util,Renfroe ,2.4
brewers,util,Reynolds ,0.2
brewers,util,Riles ,1.5
brewers,util,Romero ,-0.2
brewers,util,Santana ,2.6
brewers,util,Segura ,4.1
brewers,util,Seitzer ,3.3
brewers,util,Sexson ,3.2
brewers,util,Shaw ,4.5
brewers,util,Sheffield ,3.1
brewers,util,Simmons ,4.0
brewers,util,Smoak ,-0.5
brewers,util,Sogard ,-0.2
brewers,util,Spiers ,2.8
brewers,util,Spivey ,1.4
brewers,util,Stubbs ,0.2
brewers,util,Sundberg ,3.1
brewers,util,Surhoff ,2.5
brewers,util,Sveum ,0.6
brewers,util,Sánchez ,1.2
brewers,util,Taylor ,2.2
brewers,util,Tellez ,0.8
brewers,util,Thames ,1.3
brewers,util,Thomas ,5.0
brewers,util,Turang ,5.6
brewers,util,Urías ,3.3
brewers,util,Valentín ,3.9
brewers,util,Vander Wal ,0.9
brewers,util,Vaughn ,6.7
brewers,util,Villar ,3.4
brewers,util,Viña ,3.1
brewers,util,Vogelbach ,-0.1
brewers,util,Weeks ,3.6
brewers,util,White ,0.8
brewers,util,Wiemer ,0.9
brewers,util,Williams ,1.1
brewers,util,Winker ,-0.7
brewers,util,Wong ,3.3
brewers,util,Yelich ,7.3
brewers,util,Young ,1.5
brewers,util,Yount ,10.5
reds,c,Bako ,-0.7
reds,c,Barnhart ,3.6
reds,c,Bench ,3.4
reds,c,Bilardello ,1.3
reds,c,Dorsett ,0.1
reds,c,Díaz ,2.4
reds,c,Gulden ,0.4
reds,c,Hanigan ,2.3
reds,c,Hernández ,1.1
reds,c,LaRue ,2.8
reds,c,Mesoraco ,4.9
reds,c,Nolan ,1.0
reds,c,Oliver ,1.5
reds,c,Peña ,0.5
reds,c,Reed ,0.4
reds,c,Ross ,1.8
reds,c,Santiago ,1.6
reds,c,Stephenson ,2.4
reds,c,Taubensee ,1.5
reds,c,Trevino ,-0.1
reds,c,Treviño ,-0.2
reds,c,Van Gorder ,-0.2
reds,1b,Benzinger ,-0.5
reds,1b,Casey ,4.4
reds,1b,Driessen ,2.7
reds,1b,Esasky ,1.1
reds,1b,Hatteberg ,1.8
reds,1b,Morris ,3.8
reds,1b,Rose ,0.6
reds,1b,Steer ,2.9
reds,1b,Votto ,7.9
reds,2b,Aurilia ,1.6
reds,2b,Boone ,1.9
reds,2b,Doran ,1.5
reds,2b,Duncan ,2.5
reds,2b,Gennett ,3.0
reds,2b,India ,4.1
reds,2b,Jimenez ,3.6
reds,2b,Kennedy ,1.1
reds,2b,McLain ,0.0
reds,2b,Moustakas ,0.1
reds,2b,Oester ,3.7
reds,2b,Peraza ,-1.1
reds,2b,Phillips ,4.9
reds,2b,Reese ,4.0
reds,2b,Samuel ,-0.7
reds,2b,Treadway ,1.7
reds,2b,Walker ,2.3
reds,3b,Bell ,3.5
reds,3b,Bench ,0.0
reds,3b,Boone ,3.2
reds,3b,Branson ,2.2
reds,3b,Castro ,-0.3
reds,3b,Drury ,2.3
reds,3b,Encarnación ,1.5
reds,3b,Esasky ,1.3
reds,3b,Espinal ,-0.4
reds,3b,Fernández ,1.6
reds,3b,Frazier ,4.7
reds,3b,Greene ,2.4
reds,3b,Knight ,2.3
reds,3b,Randa ,1.7
reds,3b,Rolen ,4.1
reds,3b,Rosales ,-0.4
reds,3b,Sabo ,5.1
reds,3b,Senzel ,0.0
reds,3b,Suárez ,3.8
reds,ss,Cabrera ,0.7
reds,ss,Concepción ,3.7
reds,ss,Cozart ,5.1
reds,ss,De La Cruz ,5.2
reds,ss,Farmer ,1.2
reds,ss,Galvis ,0.2
reds,ss,González ,2.2
reds,ss,Iglesias ,0.9
reds,ss,Janish ,0.6
reds,ss,Keppinger ,-1.7
reds,ss,Larkin ,7.2
reds,ss,López ,4.3
reds,ss,Peraza ,2.2
reds,ss,Reese ,-0.2
reds,ss,Stillwell ,-0.5
reds,ss,Suárez ,0.8
reds,of,Akiyama ,0.7
reds,of,Aquino ,1.3
reds,of,Benson ,1.6
reds,of,Bichette ,0.5
reds,of,Bruce ,5.2
reds,of,Byrd ,1.0
reds,of,Cameron ,5.5
reds,of,Castellanos ,3.1
reds,of,Cedeño ,0.9
reds,of,Choo ,4.6
reds,of,Collins ,3.3
reds,of,Daniels ,5.6
reds,of,Davis ,7.9
reds,of,Dunn ,4.7
reds,of,Duvall ,3.4
reds,of,Foster ,4.1
reds,of,Fraley ,0.8
reds,of,Friedl ,3.6
reds,of,Gant ,3.3
reds,of,Gomes ,-0.9
reds,of,Griffey ,5.5
reds,of,Guillén ,4.7
reds,of,Hamilton ,3.1
reds,of,Hatcher ,2.1
reds,of,Hays ,0.8
reds,of,Heisey ,1.7
reds,of,Householder ,0.5
reds,of,Kearns ,4.1
reds,of,Kelly ,1.8
reds,of,Lewis ,0.5
reds,of,Ludwick ,2.3
reds,of,Martinez ,0.9
reds,of,Milner ,4.1
reds,of,Mitchell ,3.7
reds,of,Naquin ,0.6
reds,of,Nix ,1.0
reds,of,Nunnally ,-0.1
reds,of,O'Neill ,4.9
reds,of,Ochoa ,1.0
reds,of,Owens ,-1.8
reds,of,Parker ,4.7
reds,of,Patterson ,-0.1
reds,of,Pham ,0.7
reds,of,Puig ,0.5
reds,of,Redus ,2.8
reds,of,Roberts ,5.0
reds,of,Sanders ,6.6
reds,of,Schebler ,1.3
reds,of,Senzel ,0.1
reds,of,Stubbs ,3.0
reds,of,Stynes ,2.4
reds,of,Taveras ,-0.1
reds,of,Taylor ,0.2
reds,of,Tucker ,0.8
reds,of,Vaughn ,3.4
reds,of,Winker ,2.7
reds,of,Young ,1.7
reds,util,Akiyama ,0.7
reds,util,Aquino ,1.3
reds,util,Aurilia ,1.6
reds,util,Bako ,-0.7
reds,util,Barnhart ,3.6
reds,util,Bell ,3.5
reds,util,Bench ,3.4
reds,util,Benson ,1.6
reds,util,Benzinger ,-0.5
reds,util,Bichette ,0.5
reds,util,Bilardello ,1.3
reds,util,Boone ,3.2
reds,util,Branson ,2.2
reds,util,Bruce ,5.2
reds,util,Byrd ,1.0
reds,util,Cabrera ,0.7
reds,util,Cameron ,5.5
reds,util,Candelario ,-0.7
reds,util,Casey ,4.4
reds,util,Castellanos ,3.1
reds,util,Castro ,-0.3
reds,util,Cedeño ,0.9
reds,util,Choo ,4.6
reds,util,Collins ,3.3
reds,util,Concepción ,3.7
reds,util,Cozart ,5.1
reds,util,Daniels ,5.6
reds,util,Davis ,7.9
reds,util,De La Cruz ,5.2
reds,util,Doran ,1.5
reds,util,Dorsett ,0.1
reds,util,Driessen ,2.7
reds,util,Drury ,2.3
reds,util,Duncan ,2.5
reds,util,Dunn ,4.7
reds,util,Duvall ,3.4
reds,util,Díaz ,2.4
reds,util,Encarnacion-Strand ,0.5
reds,util,Encarnación ,1.5
reds,util,Esasky ,1.3
reds,util,Espinal ,-0.4
reds,util,Farmer ,1.2
reds,util,Fernández ,1.6
reds,util,Foster ,4.1
reds,util,Fraley ,0.8
reds,util,Frazier ,4.7
reds,util,Friedl ,3.6
reds,util,Galvis ,0.2
reds,util,Gant ,3.3
reds,util,Gennett ,3.0
reds,util,Gomes ,-0.9
reds,util,González ,2.2
reds,util,Greene ,2.4
reds,util,Griffey ,5.5
reds,util,Guillén ,4.7
reds,util,Gulden ,0.4
reds,util,Hamilton ,3.1
reds,util,Hanigan ,2.3
reds,util,Hatcher ,2.1
reds,util,Hatteberg ,1.8
reds,util,Hays ,0.8
reds,util,Heisey ,1.7
reds,util,Hernández ,1.1
reds,util,Householder ,0.5
reds,util,Iglesias ,0.9
reds,util,India ,4.1
reds,util,Janish ,0.6
reds,util,Jimenez ,3.6
reds,util,Kearns ,4.1
reds,util,Kelly ,1.8
reds,util,Kennedy ,1.1
reds,util,Keppinger ,-1.7
reds,util,Knight ,2.3
reds,util,LaRue ,2.8
reds,util,Larkin ,7.2
reds,util,Lewis ,0.5
reds,util,Ludwick ,2.3
reds,util,Lux ,-0.2
reds,util,López ,4.3
reds,util,Martinez ,0.9
reds,util,McLain ,0.0
reds,util,Mesoraco ,4.9
reds,util,Milner ,4.1
reds,util,Mitchell ,3.7
reds,util,Morris ,3.8
reds,util,Moustakas ,0.1
reds,util,Naquin ,0.6
reds,util,Nix ,1.0
reds,util,Nolan ,1.0
reds,util,Nunnally ,-0.1
reds,util,O'Neill ,4.9
reds,util,Ochoa ,1.0
reds,util,Oester ,3.7
reds,util,Oliver ,1.5
reds,util,Owens ,-1.8
reds,util,Parker ,4.7
reds,util,Patterson ,-0.1
reds,util,Peraza ,2.2
reds,util,Peña ,0.5
reds,util,Pham ,0.7
reds,util,Phillips ,4.9
reds,util,Puig ,0.5
reds,util,Randa ,1.7
reds,util,Redus ,2.8
reds,util,Reed ,0.4
reds,util,Reese ,4.0
reds,util,Roberts ,5.0
reds,util,Rolen ,4.1
reds,util,Rosales ,-0.4
reds,util,Rose ,0.6
reds,util,Ross ,1.8
reds,util,Sabo ,5.1
reds,util,Samuel ,-0.7
reds,util,Sanders ,6.6
reds,util,Santiago ,1.6
reds,util,Schebler ,1.3
reds,util,Senzel ,0.1
reds,util,Steer ,2.9
reds,util,Stephenson ,2.4
reds,util,Stillwell ,-0.5
reds,util,Stubbs ,3.0
reds,util,Stynes ,2.4
reds,util,Suárez ,3.8
reds,util,Taubensee ,1.5
reds,util,Taveras ,-0.1
reds,util,Taylor ,0.2
reds,util,Treadway ,1.7
reds,util,Trevino ,-0.1
reds,util,Treviño ,-0.2
reds,util,Tucker ,0.8
reds,util,Van Gorder ,-0.2
reds,util,Vaughn ,3.4
reds,util,Votto ,7.9
reds,util,Walker ,2.3
reds,util,Winker ,2.7
reds,util,Young ,1.7
pirates,c,Barajas ,-1.0
pirates,c,Bart ,0.5
pirates,c,Cervelli ,3.5
pirates,c,Cota ,0.2
pirates,c,Delay ,-0.1
pirates,c,Doumit ,3.3
pirates,c,Díaz ,-1.1
pirates,c,Grandal ,0.6
pirates,c,Kendall ,5.6
pirates,c,LaValliere ,2.9
pirates,c,Martin ,5.7
pirates,c,Ortiz ,-0.8
pirates,c,Ott ,1.8
pirates,c,Parent ,1.3
pirates,c,Paulino ,2.6
pirates,c,Peña ,5.9
pirates,c,Slaught ,1.9
pirates,c,Stallings ,3.0
pirates,1b,Bell ,2.6
pirates,1b,Bream ,2.8
pirates,1b,Casey ,-0.1
pirates,1b,Chavis ,-0.2
pirates,1b,Davis ,-0.1
pirates,1b,Horwitz ,1.6
pirates,1b,Hunter ,-0.9
pirates,1b,Jaso ,0.6
pirates,1b,Johnson ,1.6
pirates,1b,Jones ,-0.3
pirates,1b,LaRoche ,1.5
pirates,1b,McGehee ,0.4
pirates,1b,Merced ,2.7
pirates,1b,Milner ,0.1
pirates,1b,Moran ,-0.3
pirates,1b,Overbay ,-0.6
pirates,1b,Redus ,2.2
pirates,1b,Santana ,1.5
pirates,1b,Simon ,-0.2
pirates,1b,Sánchez ,0.5
pirates,1b,Tellez ,-0.4
pirates,1b,Thompson ,4.8
pirates,1b,Ward ,-0.5
pirates,1b,Young ,5.6
pirates,1b,Álvarez ,0.0
pirates,2b,Bae ,-0.5
pirates,2b,Castillo ,0.7
pirates,2b,Frazier ,3.0
pirates,2b,García ,1.4
pirates,2b,Garner ,3.8
pirates,2b,Gonzales ,0.9
pirates,2b,Harrison ,3.5
pirates,2b,Lind ,3.5
pirates,2b,Meares ,-1.7
pirates,2b,Morris ,1.7
pirates,2b,Newman ,1.1
pirates,2b,Ray ,5.1
pirates,2b,Reboulet ,1.1
pirates,2b,Reese ,0.9
pirates,2b,Sanchez ,2.7
pirates,2b,Walker ,3.6
pirates,2b,Womack ,0.9
pirates,3b,Bautista ,0.0
pirates,3b,Bonilla ,5.1
pirates,3b,Buechele ,1.8
pirates,3b,Freese ,2.3
pirates,3b,Hayes ,4.5
pirates,3b,Kang ,4.1
pirates,3b,King ,3.4
pirates,3b,LaRoche ,2.4
pirates,3b,Mackowiak ,2.3
pirates,3b,Madlock ,6.2
pirates,3b,Moran ,1.0
pirates,3b,Morrison ,3.1
pirates,3b,Ramírez ,4.1
pirates,3b,Randa ,3.5
pirates,3b,Sanchez ,4.4
pirates,3b,Sprague ,0.2
pirates,3b,Stynes ,-0.3
pirates,3b,Álvarez ,3.3
pirates,ss,Barmes ,1.2
pirates,ss,Belliard ,0.7
pirates,ss,Bell ,6.2
pirates,ss,Benjamin ,1.5
pirates,ss,Berra ,3.2
pirates,ss,Cedeño ,1.1
pirates,ss,Collier ,-0.2
pirates,ss,Cruz ,2.5
pirates,ss,Foli ,1.5
pirates,ss,González ,0.3
pirates,ss,Khalifa ,1.2
pirates,ss,Kiner-Falefa ,1.6
pirates,ss,Marcano ,-0.3
pirates,ss,Meares ,0.3
pirates,ss,Mercer ,2.3
pirates,ss,Newman ,3.0
pirates,ss,Pedrique ,1.4
pirates,ss,Polcovich ,0.2
pirates,ss,Wilson ,4.8
pirates,of,Allensworth ,1.6
pirates,of,Bay ,5.7
pirates,of,Bonds ,9.7
pirates,of,Bonilla ,4.0
pirates,of,Brown ,0.2
pirates,of,Brumfield ,0.1
pirates,of,Burnitz ,-0.7
pirates,of,Cabrera ,-1.2
pirates,of,Cordero ,-0.3
pirates,of,Cruz ,0.3
pirates,of,Dickerson ,3.7
pirates,of,Duffy ,0.4
pirates,of,Dyson ,-0.6
pirates,of,Easler ,4.1
pirates,of,Espy ,-0.7
pirates,of,Frobel ,0.0
pirates,of,Gamel ,0.2
pirates,of,Giles ,6.7
pirates,of,Guillén ,-0.1
pirates,of,Hendrick ,-1.4
pirates,of,Joe ,0.7
pirates,of,Jones ,0.2
pirates,of,Kemp ,0.0
pirates,of,Kingery ,-2.0
pirates,of,Lacy ,3.1
pirates,of,Lawton ,0.8
pirates,of,Lofton ,1.7
pirates,of,Mackowiak ,0.7
pirates,of,Marte ,5.1
pirates,of,Martin ,1.9
pirates,of,McCutchen ,7.8
pirates,of,McLouth ,2.4
pirates,of,Merced ,3.6
pirates,of,Milledge ,0.5
pirates,of,Mitchell ,-0.4
pirates,of,Moreno ,1.5
pirates,of,Morgan ,1.2
pirates,of,Moss ,-0.4
pirates,of,Nady ,2.5
pirates,of,Olivares ,-0.7
pirates,of,Orsulak ,-0.3
pirates,of,Parker ,1.6
pirates,of,Pham ,1.0
pirates,of,Polanco ,2.5
pirates,of,Presley ,0.0
pirates,of,Redman ,0.2
pirates,of,Reynolds ,6.0
pirates,of,Sanders ,3.1
pirates,of,Snider ,-0.7
pirates,of,Suwinski ,2.1
pirates,of,Taylor ,0.9
pirates,of,Tábata ,0.8
pirates,of,Vander Wal ,3.0
pirates,of,Van Slyke ,6.4
pirates,of,Varsho ,1.0
pirates,of,Wilson ,3.3
pirates,of,Wynne ,0.2
pirates,util,Allensworth ,1.6
pirates,util,Bae ,-0.5
pirates,util,Barajas ,-1.0
pirates,util,Barmes ,1.2
pirates,util,Bart ,0.5
pirates,util,Bautista ,0.0
pirates,util,Bay ,5.7
pirates,util,Belliard ,0.7
pirates,util,Bell ,6.2
pirates,util,Benjamin ,1.5
pirates,util,Berra ,3.2
pirates,util,Bonds ,9.7
pirates,util,Bonilla ,5.1
pirates,util,Bream ,2.8
pirates,util,Brown ,0.2
pirates,util,Brumfield ,0.1
pirates,util,Buechele ,1.8
pirates,util,Burnitz ,-0.7
pirates,util,Cabrera ,-1.2
pirates,util,Casey ,-0.1
pirates,util,Castillo ,0.7
pirates,util,Cedeño ,1.1
pirates,util,Cervelli ,3.5
pirates,util,Chavis ,-0.2
pirates,util,Collier ,-0.2
pirates,util,Cordero ,-0.3
pirates,util,Cota ,0.2
pirates,util,Cruz ,2.5
pirates,util,Davis ,-0.1
pirates,util,Delay ,-0.1
pirates,util,Dickerson ,3.7
pirates,util,Doumit ,3.3
pirates,util,Duffy ,0.4
pirates,util,Dyson ,-0.6
pirates,util,Díaz ,-1.1
pirates,util,Easler ,4.1
pirates,util,Espy ,-0.7
pirates,util,Foli ,1.5
pirates,util,Frazier ,3.0
pirates,util,Freese ,2.3
pirates,util,Frobel ,0.0
pirates,util,Gamel ,0.2
pirates,util,García ,1.4
pirates,util,Garner ,3.8
pirates,util,Giles ,6.7
pirates,util,Gonzales ,0.9
pirates,util,González ,0.3
pirates,util,Grandal ,0.6
pirates,util,Guillén ,-0.1
pirates,util,Harrison ,3.5
pirates,util,Hayes ,4.5
pirates,util,Hendrick ,-1.4
pirates,util,Horwitz ,1.6
pirates,util,Hunter ,-0.9
pirates,util,Jaso ,0.6
pirates,util,Joe ,0.7
pirates,util,Johnson ,1.6
pirates,util,Jones ,0.2
pirates,util,Kang ,4.1
pirates,util,Kemp ,0.0
pirates,util,Kendall ,5.6
pirates,util,Khalifa ,1.2
pirates,util,Kiner-Falefa ,1.6
pirates,util,Kingery ,-2.0
pirates,util,King ,3.4
pirates,util,LaRoche ,2.4
pirates,util,LaValliere ,2.9
pirates,util,Lacy ,3.1
pirates,util,Lawton ,0.8
pirates,util,Lind ,3.5
pirates,util,Lofton ,1.7
pirates,util,Mackowiak ,2.3
pirates,util,Madlock ,6.2
pirates,util,Marcano ,-0.3
pirates,util,Marte ,5.1
pirates,util,Martin ,5.7
pirates,util,McCutchen ,7.8
pirates,util,McGehee ,0.4
pirates,util,McLouth ,2.4
pirates,util,Meares ,0.3
pirates,util,Merced ,3.6
pirates,util,Mercer ,2.3
pirates,util,Milledge ,0.5
pirates,util,Milner ,0.1
pirates,util,Mitchell ,-0.4
pirates,util,Moran ,1.0
pirates,util,Moreno ,1.5
pirates,util,Morgan ,1.2
pirates,util,Morrison ,3.1
pirates,util,Morris ,1.7
pirates,util,Moss ,-0.4
pirates,util,Nady ,2.5
pirates,util,Newman ,3.0
pirates,util,Olivares ,-0.7
pirates,util,Orsulak ,-0.3
pirates,util,Ortiz ,-0.8
pirates,util,Ott ,1.8
pirates,util,Overbay ,-0.6
pirates,util,Parent ,1.3
pirates,util,Parker ,1.6
pirates,util,Paulino ,2.6
pirates,util,Pedrique ,1.4
pirates,util,Peña ,5.9
pirates,util,Pham ,1.0
pirates,util,Polanco ,2.5
pirates,util,Polcovich ,0.2
pirates,util,Presley ,0.0
pirates,util,Ramírez ,4.1
pirates,util,Randa ,3.5
pirates,util,Ray ,5.1
pirates,util,Reboulet ,1.1
pirates,util,Redman ,0.2
pirates,util,Redus ,2.2
pirates,util,Reese ,0.9
pirates,util,Reynolds ,6.0
pirates,util,Sanchez ,4.4
pirates,util,Sanders ,3.1
pirates,util,Santana ,1.5
pirates,util,Simon ,-0.2
pirates,util,Slaught ,1.9
pirates,util,Snider ,-0.7
pirates,util,Sprague ,0.2
pirates,util,Stallings ,3.0
pirates,util,Stynes ,-0.3
pirates,util,Suwinski ,2.1
pirates,util,Sánchez ,0.5
pirates,util,Taylor ,0.9
pirates,util,Tellez ,-0.4
pirates,util,Thompson ,4.8
